position,omega,chrom,pos_cum
3532337.5,11.047716,1,3532337.5
3562785.75,8.823562,1,3562785.75
3593234.0,3.346699,1,3593234.0
3623682.25,7.70329,1,3623682.25
3654130.5,3.623571,1,3654130.5
3684578.75,13.028134,1,3684578.75
3715027.0,4.788482,1,3715027.0
3745475.25,6.017056,1,3745475.25
3775923.5,2.867689,1,3775923.5
3806371.75,11.898856,1,3806371.75
3836820.0,4.436271,1,3836820.0
3867268.25,6.726358,1,3867268.25
3897716.5,8.010439,1,3897716.5
3928164.75,20.345596,1,3928164.75
3958613.0,10.244304,1,3958613.0
3989061.25,6.734448,1,3989061.25
4019509.5,3.140792,1,4019509.5
4049957.75,4.690114,1,4049957.75
4080406.0,3.085438,1,4080406.0
4110854.25,3.545823,1,4110854.25
4141302.5,2.189344,1,4141302.5
4171750.75,3.178639,1,4171750.75
4202199.0,6.559445,1,4202199.0
4232647.5,4.224387,1,4232647.5
4263096.0,4.942031,1,4263096.0
4293544.5,5.681945,1,4293544.5
4323993.0,1.839863,1,4323993.0
4354441.5,3.863596,1,4354441.5
4384890.0,4.623756,1,4384890.0
4415338.5,6.666344,1,4415338.5
4445787.0,3.156361,1,4445787.0
4476235.5,4.019665,1,4476235.5
4506684.0,8.779554,1,4506684.0
4537132.5,3.466294,1,4537132.5
4567581.0,1.866187,1,4567581.0
4598029.5,4.136432,1,4598029.5
4628478.0,6.565368,1,4628478.0
4658926.5,2.438466,1,4658926.5
4689375.0,2.004591,1,4689375.0
4719823.5,2.666827,1,4719823.5
4750272.0,1.888447,1,4750272.0
4780720.5,1.99194,1,4780720.5
4811169.0,3.120809,1,4811169.0
4841617.5,4.100776,1,4841617.5
4872066.0,4.760668,1,4872066.0
4902514.5,2.667441,1,4902514.5
4932963.0,6.864851,1,4932963.0
4963411.5,16.146677,1,4963411.5
4993860.0,3.852208,1,4993860.0
5024308.5,5.655231,1,5024308.5
5054757.0,6.520989,1,5054757.0
5085205.5,5.449137,1,5085205.5
5115654.0,4.151277,1,5115654.0
5146102.5,3.578054,1,5146102.5
5176551.0,5.172801,1,5176551.0
5206999.5,11.344842,1,5206999.5
5237448.0,4.224576,1,5237448.0
5267896.5,2.457738,1,5267896.5
5298345.0,5.025349,1,5298345.0
5328793.5,3.785594,1,5328793.5
5359242.0,8.75734,1,5359242.0
5389690.5,8.627607,1,5389690.5
5420139.0,3.387287,1,5420139.0
5450587.5,2.140033,1,5450587.5
5481036.0,6.716449,1,5481036.0
5511484.5,3.796733,1,5511484.5
5541933.0,12.438529,1,5541933.0
5572381.5,2.514921,1,5572381.5
5602830.0,5.510679,1,5602830.0
5633278.5,2.62927,1,5633278.5
5663727.0,3.392229,1,5663727.0
5694175.5,3.390467,1,5694175.5
5724624.0,2.472077,1,5724624.0
5755072.5,5.01235,1,5755072.5
5785521.0,4.429556,1,5785521.0
5815969.5,5.488377,1,5815969.5
5846418.0,6.725762,1,5846418.0
5876866.5,9.598206,1,5876866.5
5907315.0,2.330651,1,5907315.0
5937763.5,5.316928,1,5937763.5
5968212.0,9.51007,1,5968212.0
5998660.5,3.607675,1,5998660.5
6029109.0,6.88327,1,6029109.0
6059557.5,6.258295,1,6059557.5
6090006.0,6.201224,1,6090006.0
6120454.5,1.888638,1,6120454.5
6150903.0,2.172184,1,6150903.0
6181351.5,3.100014,1,6181351.5
6211800.0,6.579516,1,6211800.0
6242248.5,3.477716,1,6242248.5
6272697.0,3.165642,1,6272697.0
6303145.5,5.30467,1,6303145.5
6333594.0,6.242167,1,6333594.0
6364042.5,61.92384,1,6364042.5
6394491.0,2.907912,1,6394491.0
6424939.5,3.294962,1,6424939.5
6455388.0,27.507896,1,6455388.0
6485836.5,10.983172,1,6485836.5
6516285.0,15.036895,1,6516285.0
6546733.5,5.544518,1,6546733.5
6577182.0,2.60088,1,6577182.0
6607630.5,10.709081,1,6607630.5
6638079.0,7.774803,1,6638079.0
6668527.5,2.028608,1,6668527.5
6698976.0,3.183729,1,6698976.0
6729424.5,5.197907,1,6729424.5
6759873.0,13.871745,1,6759873.0
6790321.5,2.130111,1,6790321.5
6820770.0,4.086074,1,6820770.0
6851218.5,3.538679,1,6851218.5
6881667.0,2.379436,1,6881667.0
6912115.5,5.504453,1,6912115.5
6942564.0,5.032869,1,6942564.0
6973012.5,1.687785,1,6973012.5
7003461.0,2.417928,1,7003461.0
7033909.5,2.556415,1,7033909.5
7064358.0,2.482,1,7064358.0
7094806.5,2.158777,1,7094806.5
7125255.0,1.642481,1,7125255.0
7155703.5,13.865289,1,7155703.5
7186152.0,2.756403,1,7186152.0
7216600.5,130.402374,1,7216600.5
7247049.0,5.367385,1,7247049.0
7277497.5,1.83397,1,7277497.5
7307946.0,2.112226,1,7307946.0
7338394.5,4.20155,1,7338394.5
7368843.0,6.004692,1,7368843.0
7399291.5,12.519526,1,7399291.5
7429740.0,8.69185,1,7429740.0
7460188.5,3.597505,1,7460188.5
7490637.0,6.128127,1,7490637.0
7521085.5,2.283607,1,7521085.5
7551534.0,7.223998,1,7551534.0
7581982.5,7.133715,1,7581982.5
7612431.0,6.194499,1,7612431.0
7642879.5,2.856467,1,7642879.5
7673328.0,3.874134,1,7673328.0
7703776.5,2.68657,1,7703776.5
7734225.0,6.075455,1,7734225.0
7764673.5,31.733063,1,7764673.5
7795122.0,3.226591,1,7795122.0
7825570.5,5.15111,1,7825570.5
7856019.0,21.351273,1,7856019.0
7886467.5,7.383125,1,7886467.5
7916916.0,4.191866,1,7916916.0
7947364.5,7.439482,1,7947364.5
7977813.0,24.102934,1,7977813.0
8008261.5,5.090489,1,8008261.5
8038710.0,2.220031,1,8038710.0
8069158.5,2.453655,1,8069158.5
8099607.0,10.497918,1,8099607.0
8130055.5,2.4704,1,8130055.5
8160504.0,3.290385,1,8160504.0
8190952.5,4.899454,1,8190952.5
8221401.0,12.755829,1,8221401.0
8251849.5,15.964219,1,8251849.5
8282298.0,3.356925,1,8282298.0
8312746.5,5.053288,1,8312746.5
8343195.0,18.581432,1,8343195.0
8373643.5,3.395432,1,8373643.5
8404092.0,2.80554,1,8404092.0
8434540.0,5.082024,1,8434540.0
8464988.0,8.1697,1,8464988.0
8495436.0,7.113835,1,8495436.0
8525884.0,2.22865,1,8525884.0
8556332.0,19.18788,1,8556332.0
8586780.0,3.37394,1,8586780.0
8617228.0,2.654058,1,8617228.0
8647676.0,4.472281,1,8647676.0
8678124.0,3.089772,1,8678124.0
8708572.0,4.151427,1,8708572.0
8739020.0,3.863334,1,8739020.0
8769468.0,31.137115,1,8769468.0
8799916.0,31.137115,1,8799916.0
8830364.0,31.137115,1,8830364.0
8860812.0,4.187732,1,8860812.0
8891260.0,2.874809,1,8891260.0
8921708.0,2.917728,1,8921708.0
8952156.0,3.592443,1,8952156.0
8982604.0,7.476552,1,8982604.0
9013052.0,6.657156,1,9013052.0
9043500.0,3.194016,1,9043500.0
9073948.0,2.225832,1,9073948.0
9104396.0,6.09538,1,9104396.0
9134844.0,7.357296,1,9134844.0
9165292.0,3.64216,1,9165292.0
9195740.0,2.438364,1,9195740.0
9226188.0,5.427123,1,9226188.0
9256636.0,6.662044,1,9256636.0
9287084.0,2.770214,1,9287084.0
9317532.0,3.549751,1,9317532.0
9347980.0,4.347188,1,9347980.0
9378428.0,3.154129,1,9378428.0
9408876.0,3.481352,1,9408876.0
9439324.0,9.029493,1,9439324.0
9469772.0,3.121342,1,9469772.0
9500220.0,4.880751,1,9500220.0
9530668.0,9.718587,1,9530668.0
9561116.0,3.004621,1,9561116.0
9591564.0,7.002512,1,9591564.0
9622012.0,10.936386,1,9622012.0
9652460.0,5.935098,1,9652460.0
9682908.0,8.721591,1,9682908.0
9713356.0,1.996169,1,9713356.0
9743804.0,3.417967,1,9743804.0
9774252.0,2.64084,1,9774252.0
9804700.0,2.557139,1,9804700.0
9835148.0,2.431138,1,9835148.0
9865596.0,7.337413,1,9865596.0
9896044.0,7.184663,1,9896044.0
9926492.0,1.646935,1,9926492.0
9956940.0,2.554786,1,9956940.0
9987388.0,2.406302,1,9987388.0
10017836.0,1.876963,1,10017836.0
10048284.0,3.35432,1,10048284.0
10078732.0,4.453231,1,10078732.0
10109180.0,2.407748,1,10109180.0
10139628.0,2.339429,1,10139628.0
10170076.0,3.965607,1,10170076.0
10200524.0,6.38773,1,10200524.0
10230972.0,2.18071,1,10230972.0
10261420.0,2.550431,1,10261420.0
10291868.0,13.675978,1,10291868.0
10322316.0,6.727761,1,10322316.0
10352764.0,2.352813,1,10352764.0
10383212.0,3.748244,1,10383212.0
10413660.0,2.946967,1,10413660.0
10444108.0,4.777638,1,10444108.0
10474556.0,3.453271,1,10474556.0
10505004.0,2.844368,1,10505004.0
10535452.0,3.145886,1,10535452.0
10565900.0,1.691392,1,10565900.0
10596348.0,2.186311,1,10596348.0
10626796.0,2.226836,1,10626796.0
10657244.0,2.504227,1,10657244.0
10687692.0,3.896998,1,10687692.0
10718140.0,2.403943,1,10718140.0
10748588.0,2.616922,1,10748588.0
10779036.0,5.57966,1,10779036.0
10809484.0,5.843265,1,10809484.0
10839932.0,2.174513,1,10839932.0
10870380.0,3.825418,1,10870380.0
10900828.0,15.515514,1,10900828.0
10931276.0,11.34778,1,10931276.0
10961724.0,11.80119,1,10961724.0
10992172.0,5.795002,1,10992172.0
11022620.0,6.139354,1,11022620.0
11053068.0,8.399188,1,11053068.0
11083516.0,3.737943,1,11083516.0
11113964.0,3.004392,1,11113964.0
11144412.0,3.513272,1,11144412.0
11174860.0,16.122543,1,11174860.0
11205308.0,4.451376,1,11205308.0
11235756.0,2.98946,1,11235756.0
11266204.0,2.927919,1,11266204.0
11296652.0,3.124521,1,11296652.0
11327100.0,3.410835,1,11327100.0
11357548.0,7.356246,1,11357548.0
11387996.0,10.104012,1,11387996.0
11418444.0,3.344579,1,11418444.0
11448892.0,10.112065,1,11448892.0
11479340.0,3.845403,1,11479340.0
11509788.0,3.738854,1,11509788.0
11540236.0,3.119243,1,11540236.0
11570684.0,3.611969,1,11570684.0
11601132.0,3.15588,1,11601132.0
11631580.0,6.279761,1,11631580.0
11662028.0,46.321644,1,11662028.0
11692476.0,39.627594,1,11692476.0
11722924.0,7.605549,1,11722924.0
11753372.0,62.505058,1,11753372.0
11783820.0,10.884047,1,11783820.0
11814268.0,5.350413,1,11814268.0
11844716.0,3.401788,1,11844716.0
11875164.0,3.729573,1,11875164.0
11905612.0,5.305144,1,11905612.0
11936060.0,8.282916,1,11936060.0
11966508.0,5.174225,1,11966508.0
11996956.0,22.762381,1,11996956.0
12027404.0,4.074843,1,12027404.0
12057852.0,3.681067,1,12057852.0
12088300.0,6.95376,1,12088300.0
12118748.0,1.428538,1,12118748.0
12149196.0,4.928897,1,12149196.0
12179644.0,6.065275,1,12179644.0
12210092.0,2.371297,1,12210092.0
12240540.0,79.353844,1,12240540.0
12270988.0,2.598512,1,12270988.0
12301436.0,4.278003,1,12301436.0
12331884.0,121.76786,1,12331884.0
12362332.0,2.665753,1,12362332.0
12392780.0,7.042422,1,12392780.0
12423228.0,4.658654,1,12423228.0
12453676.0,4.696734,1,12453676.0
12484124.0,8.551221,1,12484124.0
12514572.0,3.291366,1,12514572.0
12545020.0,3.177023,1,12545020.0
12575468.0,2.662688,1,12575468.0
12605916.0,5.811572,1,12605916.0
12636364.0,5.231919,1,12636364.0
12666812.0,6.869348,1,12666812.0
12697260.0,1.949134,1,12697260.0
12727708.0,12.587215,1,12727708.0
12758156.0,5.740856,1,12758156.0
12788604.0,143.540207,1,12788604.0
12819052.0,2.315395,1,12819052.0
12849500.0,2.364285,1,12849500.0
12879948.0,3.381154,1,12879948.0
12910396.0,2.060061,1,12910396.0
12940844.0,2.232863,1,12940844.0
12971292.0,3.048432,1,12971292.0
13001740.0,2.05864,1,13001740.0
13032188.0,4.045446,1,13032188.0
13062636.0,3.178636,1,13062636.0
13093084.0,2.255002,1,13093084.0
13123532.0,3.361965,1,13123532.0
13153980.0,3.47473,1,13153980.0
13184428.0,158.594879,1,13184428.0
13214876.0,4.024198,1,13214876.0
13245324.0,24.306704,1,13245324.0
13275772.0,4.089536,1,13275772.0
13306220.0,6.995124,1,13306220.0
13336668.0,2.14364,1,13336668.0
13367116.0,2.404195,1,13367116.0
13397564.0,25.506823,1,13397564.0
13428012.0,1.122631,1,13428012.0
13458460.0,4.872245,1,13458460.0
13488908.0,3.993803,1,13488908.0
13519356.0,3.993803,1,13519356.0
13549804.0,34.11483,1,13549804.0
13580252.0,13.976878,1,13580252.0
13610700.0,13.865798,1,13610700.0
13641148.0,1.508711,1,13641148.0
13671596.0,14.298756,1,13671596.0
13702044.0,3.32711,1,13702044.0
13732492.0,4.871444,1,13732492.0
13762940.0,12.228705,1,13762940.0
13793388.0,12.228705,1,13793388.0
13823836.0,11.986754,1,13823836.0
13854284.0,1.396215,1,13854284.0
13884732.0,10.873048,1,13884732.0
13915180.0,1.790142,1,13915180.0
13945628.0,5.230783,1,13945628.0
13976076.0,1.334998,1,13976076.0
14006524.0,1.47783,1,14006524.0
14036972.0,1.263854,1,14036972.0
14067420.0,1.141979,1,14067420.0
14097868.0,1.355383,1,14097868.0
14128316.0,5.183351,1,14128316.0
14158764.0,15.739027,1,14158764.0
14189212.0,12.702643,1,14189212.0
14219660.0,111.913132,1,14219660.0
14250108.0,1.839158,1,14250108.0
14280556.0,1.432462,1,14280556.0
14311004.0,7.27237,1,14311004.0
14341452.0,0.0,1,14341452.0
14371900.0,0.0,1,14371900.0
14402348.0,0.0,1,14402348.0
14432796.0,0.0,1,14432796.0
14463244.0,0.0,1,14463244.0
14493692.0,0.0,1,14493692.0
14524140.0,0.0,1,14524140.0
14554588.0,0.0,1,14554588.0
14585036.0,0.0,1,14585036.0
14615484.0,0.0,1,14615484.0
14645932.0,0.0,1,14645932.0
14676380.0,0.0,1,14676380.0
14706828.0,0.0,1,14706828.0
14737276.0,0.0,1,14737276.0
14767724.0,0.0,1,14767724.0
14798172.0,0.0,1,14798172.0
14828620.0,0.0,1,14828620.0
14859068.0,0.0,1,14859068.0
14889516.0,0.0,1,14889516.0
14919964.0,0.0,1,14919964.0
14950412.0,0.0,1,14950412.0
14980860.0,0.0,1,14980860.0
15011308.0,0.0,1,15011308.0
15041756.0,0.0,1,15041756.0
15072204.0,0.0,1,15072204.0
15102652.0,0.0,1,15102652.0
15133100.0,0.0,1,15133100.0
15163548.0,0.0,1,15163548.0
15193996.0,0.0,1,15193996.0
15224444.0,0.0,1,15224444.0
15254892.0,0.0,1,15254892.0
15285340.0,0.0,1,15285340.0
15315788.0,0.0,1,15315788.0
15346236.0,0.0,1,15346236.0
15376684.0,0.0,1,15376684.0
15407132.0,0.0,1,15407132.0
15437580.0,21.461395,1,15437580.0
15468028.0,21.461395,1,15468028.0
15498476.0,21.461395,1,15498476.0
15528924.0,2.646106,1,15528924.0
15559372.0,2.931216,1,15559372.0
15589820.0,3.967238,1,15589820.0
15620268.0,2.621202,1,15620268.0
15650716.0,3.005007,1,15650716.0
15681164.0,0.0,1,15681164.0
15711612.0,0.0,1,15711612.0
15742060.0,4.279978,1,15742060.0
15772508.0,0.0,1,15772508.0
15802956.0,0.0,1,15802956.0
15833404.0,2.85669,1,15833404.0
15863852.0,2.85669,1,15863852.0
15894300.0,2.101182,1,15894300.0
15924748.0,5.821511,1,15924748.0
15955196.0,52.880024,1,15955196.0
15985644.0,5.355623,1,15985644.0
16016092.0,38.525215,1,16016092.0
16046540.0,59.815407,1,16046540.0
16076988.0,59.815407,1,16076988.0
16107436.0,0.0,1,16107436.0
16137884.0,3.476942,1,16137884.0
16168332.0,2.629574,1,16168332.0
16198780.0,13.998171,1,16198780.0
16229228.0,2.099392,1,16229228.0
16259676.0,4.416409,1,16259676.0
16290124.0,7.535721,1,16290124.0
16320572.0,2.571511,1,16320572.0
16351020.0,2.749127,1,16351020.0
16381468.0,3.032701,1,16381468.0
16411916.0,3.603806,1,16411916.0
16442364.0,3.731301,1,16442364.0
16472812.0,5.174436,1,16472812.0
16503260.0,1.481792,1,16503260.0
16533708.0,2.506027,1,16533708.0
16564156.0,5.539159,1,16564156.0
16594604.0,1.879801,1,16594604.0
16625052.0,5.601209,1,16625052.0
16655500.0,191.758636,1,16655500.0
16685948.0,3.374261,1,16685948.0
16716396.0,48.532055,1,16716396.0
16746844.0,16.491064,1,16746844.0
16777292.0,2.862819,1,16777292.0
16807740.0,3.742795,1,16807740.0
16838188.0,3.893723,1,16838188.0
16868636.0,2.875368,1,16868636.0
16899084.0,2.567015,1,16899084.0
16929532.0,3.602755,1,16929532.0
16959980.0,5.827337,1,16959980.0
16990428.0,4.018185,1,16990428.0
17020876.0,5.904311,1,17020876.0
17051324.0,7.333786,1,17051324.0
17081772.0,4.581656,1,17081772.0
17112220.0,4.62805,1,17112220.0
17142668.0,5.790751,1,17142668.0
17173116.0,14.312365,1,17173116.0
17203564.0,1.761192,1,17203564.0
17234012.0,3.340288,1,17234012.0
17264460.0,15.128725,1,17264460.0
17294908.0,2.753453,1,17294908.0
17325356.0,9.200848,1,17325356.0
17355804.0,17.272015,1,17355804.0
17386252.0,6.955307,1,17386252.0
17416700.0,2.865458,1,17416700.0
17447148.0,2.080874,1,17447148.0
17477596.0,8.021772,1,17477596.0
17508044.0,2.590017,1,17508044.0
17538492.0,2.655554,1,17538492.0
17568940.0,2.418217,1,17568940.0
17599388.0,5.19452,1,17599388.0
17629836.0,2.487769,1,17629836.0
17660284.0,10.683438,1,17660284.0
17690732.0,2.067264,1,17690732.0
17721180.0,3.776625,1,17721180.0
17751628.0,2.256247,1,17751628.0
17782076.0,10.792324,1,17782076.0
17812524.0,15.991235,1,17812524.0
17842972.0,251.482803,1,17842972.0
17873420.0,6.616519,1,17873420.0
17903868.0,8.787766,1,17903868.0
17934316.0,3.331787,1,17934316.0
17964764.0,2.613739,1,17964764.0
17995212.0,3.053612,1,17995212.0
18025660.0,2.121922,1,18025660.0
18056108.0,3.036459,1,18056108.0
18086556.0,3.437067,1,18086556.0
18117004.0,3.321498,1,18117004.0
18147452.0,3.130414,1,18147452.0
18177900.0,10.274796,1,18177900.0
18208348.0,5.58647,1,18208348.0
18238796.0,2.862032,1,18238796.0
18269244.0,4.463856,1,18269244.0
18299692.0,3.059031,1,18299692.0
18330140.0,6.717736,1,18330140.0
18360588.0,5.11012,1,18360588.0
18391036.0,9.367764,1,18391036.0
18421484.0,2.705334,1,18421484.0
18451932.0,4.333066,1,18451932.0
18482380.0,3.141641,1,18482380.0
18512828.0,2.000588,1,18512828.0
18543276.0,4.667813,1,18543276.0
18573724.0,3.478344,1,18573724.0
18604172.0,43.51693,1,18604172.0
18634620.0,4.774857,1,18634620.0
18665068.0,4.632183,1,18665068.0
18695516.0,10.880407,1,18695516.0
18725964.0,3.668404,1,18725964.0
18756412.0,6.460866,1,18756412.0
18786860.0,20.262394,1,18786860.0
18817308.0,12.568183,1,18817308.0
18847756.0,7.534143,1,18847756.0
18878204.0,4.993132,1,18878204.0
18908652.0,3.270256,1,18908652.0
18939100.0,3.5771,1,18939100.0
18969548.0,2.948436,1,18969548.0
18999996.0,2.519387,1,18999996.0
19030444.0,3.54476,1,19030444.0
19060892.0,3.641031,1,19060892.0
19091340.0,3.698996,1,19091340.0
19121788.0,2.841712,1,19121788.0
19152236.0,6.436489,1,19152236.0
19182684.0,4.348595,1,19182684.0
19213132.0,2.759144,1,19213132.0
19243580.0,3.105601,1,19243580.0
19274028.0,5.462747,1,19274028.0
19304476.0,2.751645,1,19304476.0
19334924.0,2.829629,1,19334924.0
19365372.0,3.547651,1,19365372.0
19395820.0,6.140318,1,19395820.0
19426268.0,4.047446,1,19426268.0
19456716.0,3.690344,1,19456716.0
19487164.0,3.300091,1,19487164.0
19517612.0,2.078574,1,19517612.0
19548060.0,2.889715,1,19548060.0
19578508.0,3.125661,1,19578508.0
19608956.0,4.307929,1,19608956.0
19639404.0,10.33833,1,19639404.0
19669852.0,2.93367,1,19669852.0
19700300.0,3.997561,1,19700300.0
19730748.0,16.945152,1,19730748.0
19761196.0,2.191637,1,19761196.0
19791644.0,8.934415,1,19791644.0
19822092.0,2.345986,1,19822092.0
19852540.0,13.923099,1,19852540.0
19882988.0,22.464052,1,19882988.0
19913436.0,5.378144,1,19913436.0
19943884.0,9.627808,1,19943884.0
19974332.0,4.731547,1,19974332.0
20004780.0,60.961891,1,20004780.0
20035228.0,2.96905,1,20035228.0
20065676.0,5.048727,1,20065676.0
20096124.0,6.59466,1,20096124.0
20126572.0,2.31676,1,20126572.0
20157020.0,5.142122,1,20157020.0
20187468.0,4.722805,1,20187468.0
20217916.0,4.205909,1,20217916.0
20248364.0,6.191599,1,20248364.0
20278812.0,15.815179,1,20278812.0
20309260.0,13.427859,1,20309260.0
20339708.0,1.786712,1,20339708.0
20370156.0,6.526331,1,20370156.0
20400604.0,3.083765,1,20400604.0
20431052.0,4.9651,1,20431052.0
20461500.0,2.526378,1,20461500.0
20491948.0,2.511544,1,20491948.0
20522396.0,3.83039,1,20522396.0
20552844.0,3.414763,1,20552844.0
20583292.0,4.114749,1,20583292.0
20613740.0,6.742485,1,20613740.0
20644188.0,4.312166,1,20644188.0
20674636.0,2.273065,1,20674636.0
20705084.0,3.582251,1,20705084.0
20735532.0,2.61441,1,20735532.0
20765980.0,5.633978,1,20765980.0
20796428.0,4.974286,1,20796428.0
20826876.0,3.319532,1,20826876.0
20857324.0,3.91625,1,20857324.0
20887772.0,4.782336,1,20887772.0
20918220.0,4.191243,1,20918220.0
20948668.0,8.390825,1,20948668.0
20979116.0,3.973993,1,20979116.0
21009564.0,4.638027,1,21009564.0
21040012.0,2.358753,1,21040012.0
21070460.0,5.198077,1,21070460.0
21100908.0,3.058559,1,21100908.0
21131356.0,3.174462,1,21131356.0
21161804.0,2.594553,1,21161804.0
21192252.0,5.240068,1,21192252.0
21222700.0,2.971246,1,21222700.0
21253148.0,3.070063,1,21253148.0
21283596.0,3.714499,1,21283596.0
21314044.0,3.212738,1,21314044.0
21344492.0,2.018724,1,21344492.0
21374940.0,5.30542,1,21374940.0
21405388.0,2.350924,1,21405388.0
21435836.0,54.823261,1,21435836.0
21466284.0,2.35594,1,21466284.0
21496732.0,3.498485,1,21496732.0
21527180.0,4.647796,1,21527180.0
21557628.0,14.054111,1,21557628.0
21588076.0,3.259885,1,21588076.0
21618524.0,12.0767,1,21618524.0
21648972.0,4.811162,1,21648972.0
21679420.0,3.336934,1,21679420.0
21709868.0,4.044174,1,21709868.0
21740316.0,0.0,1,21740316.0
21770764.0,30.566116,1,21770764.0
21801212.0,30.566116,1,21801212.0
21831660.0,30.566116,1,21831660.0
21862108.0,3.192075,1,21862108.0
21892556.0,6.209294,1,21892556.0
21923004.0,3.738995,1,21923004.0
21953452.0,1.998338,1,21953452.0
21983900.0,3.083154,1,21983900.0
22014348.0,3.205646,1,22014348.0
22044796.0,2.8521,1,22044796.0
22075244.0,4.877316,1,22075244.0
22105692.0,4.327255,1,22105692.0
22136140.0,2.120301,1,22136140.0
22166588.0,8.224185,1,22166588.0
22197036.0,7.941169,1,22197036.0
22227484.0,3.425913,1,22227484.0
22257932.0,4.124174,1,22257932.0
22288380.0,3.597399,1,22288380.0
22318828.0,5.442895,1,22318828.0
22349276.0,2.230486,1,22349276.0
22379724.0,2.928018,1,22379724.0
22410172.0,2.927922,1,22410172.0
22440620.0,2.970404,1,22440620.0
22471068.0,1.818645,1,22471068.0
